"item","Feature","vars","n","Importance","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","LB","UB"
"26","N_BCW",1,8,4.36420253346603,4.32356670363008,4.32034828569778,4.36420253346603,5.92402882714113,0,8.87436873938256,8.87436873938256,0.003785673250567,-2.2190914723046,1.5286116675246,1.36812366511781,7.36028140181424
"2","AdjunctOnly",1,8,4.19348357329575,3.64774401420457,4.45465629679734,4.19348357329575,5.06194561647899,0.367861198150468,7.92694867394981,7.55908747579934,-0.016607298686994,-2.19453227779762,1.28967226423835,1.66572593538859,6.72124121120291
"28","N_BLK",1,8,4.17443481106811,4.23825380590231,4.08370241220151,4.17443481106811,5.79059274747462,0,8.53780307927042,8.53780307927042,0.00911128185147,-2.21265780925483,1.49844900327161,1.23747476465575,7.11139485748046
"63","P_SOC",1,8,3.95090137221801,2.25389607265817,4.7257727480886,3.95090137221801,2.33370580882691,0.299739035989728,6.751328887621,6.45158985163128,-0.3875500574315,-1.53372432620764,0.796872598533161,2.38903107909302,5.51277166534301
"51","P_FAC",1,8,3.84013766680576,3.94526158893575,3.97233773155935,3.84013766680576,5.4036494679113,0,7.66128024084279,7.66128024084279,-0.004966761964504,-2.22519345400579,1.39486061154564,1.1062108681763,6.57406446543521
"41","P_BOM",1,8,3.65319672754417,2.40081647914432,4.90614189740463,3.65319672754417,1.15021303188942,0,5.81209852930523,5.81209852930523,-0.671709555033639,-1.49687021922251,0.848816806393681,1.98951578701256,5.31687766807578
"8","ClassCPE",1,8,3.43832231964107,3.10893674721659,3.66540269531153,3.43832231964107,4.28988729734136,0,6.72275724574717,6.72275724574717,-0.032082725931348,-2.14731549036828,1.09917512811845,1.2839390685289,5.59270557075323
"53","P_FAS",1,8,3.39353153233094,3.11736776235174,3.40704421900258,3.39353153233094,4.1603824583485,0,6.83523003527216,6.83523003527216,0.000112550859053,-2.18421699777427,1.10215594210562,1.23330588580392,5.55375717885796
"25","MilitaryYN",1,8,3.26369076780748,2.56034866544515,3.39207856704824,3.26369076780748,3.4142294000722,0,5.93619852790866,5.93619852790866,-0.05826152228353,-2.10081588029424,0.905219951769096,1.48945966234006,5.03792187327491
"52","P_FAO",1,8,3.2360325559771,3.35629759799226,3.20037415026641,3.2360325559771,4.74487471518498,0,6.7071863147848,6.7071863147848,0.009026125768673,-2.21294803584903,1.18663039561023,0.910236980581057,5.56182813137314
"31","N_ECD",1,8,3.08871785807903,2.93563704111902,3.07376407683061,3.08871785807903,4.02567861468202,0,6.23534377647993,6.23534377647993,0.010678521022019,-2.19265473037283,1.03790442943884,1.05442517637891,5.12301053977915
"35","N_REC",1,6,2.68863698920395,2.11654618492056,3.13735584354085,2.68863698920395,2.34578431873366,0,4.8388378790023,4.8388378790023,-0.215145104501256,-2.03537589206047,0.864076361681629,0.995047320307961,4.38222665809995
"67","PrevAtt4Yr",1,6,2.60430590913181,2.74880301986063,2.69795400781206,2.60430590913181,3.58345859867215,0,5.12230982776931,5.12230982776931,-0.003345200974748,-2.30156528580845,1.12219413368001,0.404805407118999,4.80380641114462
"6","ChildrenY",1,8,2.41611555705873,2.16089103160257,2.74627544376091,2.41611555705873,2.55942324195159,0,4.47280200015451,4.47280200015451,-0.063752453906421,-2.15924629788914,0.763990350925685,0.918694469244386,3.91353664487307
"54","P_FBA",1,8,2.3449953894466,2.29543590138514,2.47557778317749,2.3449953894466,3.16154640031099,0,4.7010792071951,4.7010792071951,-0.012139239497545,-2.20638661695895,0.811559145824244,0.754339463631081,3.93565131526212
"59","P_OffsiteDisc",1,8,2.31951280277903,0.904696773273878,2.43218442357504,2.31951280277903,1.068735940451,1.10089888758862,3.4967823959667,2.39588350837808,-0.137762443313535,-1.64776296177738,0.319858611649774,1.69258992394547,2.94643568161258
"64","P_VaTuit",1,8,1.81086918432884,1.87453584342206,1.76902773031034,1.81086918432884,2.62276051295811,0,3.86319984039373,3.86319984039373,0.025911507254963,-2.18811332957531,0.662748503230493,0.511882117997078,3.10985625066061
"38","P_B2B",1,8,1.5449873450573,1.44963979490314,1.70831771429555,1.5449873450573,1.78523030562824,0,2.91736519449333,2.91736519449333,-0.033577717351527,-2.19471743057873,0.512525064626945,0.54043821838849,2.54953647172611
"58","P_NOS",1,8,1.5383876414509,0.943300047088902,1.57531095147437,1.5383876414509,1.40059883939222,0.441205491355058,2.73252056322661,2.29131507187155,0.096281305123793,-1.90208346524154,0.333506929995076,0.884714058660549,2.19206122424125
"15","DependentsY",1,6,1.53217238755817,1.67871180437423,1.51068254568751,1.53217238755817,2.2397379422363,0,3.11961611881168,3.11961611881168,0.000821401696468,-2.30454826659874,0.685331224317288,0.188923187896282,2.87542158722005
"49","P_ECS",1,8,1.32847996424899,1.37932181699914,1.26244031026395,1.32847996424899,1.87169400399734,0,2.85091322798753,2.85091322798753,0.035318213490368,-2.17777484621066,0.487663905119319,0.372658710215127,2.28430121828286
"22","GovtPrgmY",1,6,1.25364814043763,1.27567643235453,1.2653864114548,1.25364814043763,1.76504826174215,0,2.61009853456559,2.61009853456559,0.004366706833518,-2.2627942495289,0.520792722693778,0.232894403957828,2.27440187691744
"60","P_REV",1,8,1.12425100091814,1.22056259505658,0.982479847492396,1.12425100091814,1.45662462189223,0,2.6410694503507,2.6410694503507,0.075182080533022,-2.13660455491828,0.431534043913578,0.278444274847527,1.97005772698875
"44","P_BSS",1,6,0.951402061869575,1.04254742907972,0.928074864557835,0.951402061869575,1.37596379419345,0,1.93765218514792,1.93765218514792,0.001473610473114,-2.30378254187983,0.425618205649292,0.117190378796963,1.78561374494219
"34","N_IntlStu",1,8,0.890617606641538,0.56280856527894,1.17525641387786,0.890617606641538,0.192970781401731,0,1.30584790458377,1.30584790458377,-0.827655717230119,-1.32303991550302,0.198982876509305,0.5006111686833,1.28062404459978
"9","Classes",1,8,0.822485628910008,0.771948656444131,0.952059595502422,0.822485628910008,1.01052470691714,0,1.76380608832714,1.76380608832714,-0.041401467767347,-2.07789212067476,0.272925064849745,0.287552501804508,1.35741875601551
"30","N_CRD",1,4,0.735405793916359,0.685889787711238,0.760337181778438,0.735405793916359,0.820940775617086,0,1.42094881210856,1.42094881210856,-0.035363127011624,-2.32837742875818,0.342944893855619,0.0632338019593458,1.40757778587337
"72","RemedialCrs",1,4,0.700892680108048,0.825878456658664,0.600130906973021,0.700892680108048,0.889754082678201,0,1.60330890648615,1.60330890648615,0.075795943743862,-2.35084673019078,0.412939228329332,-0.108468207417443,1.51025356763354
"57","P_MiscSchlr",1,4,0.630418163377649,0.750253137907021,0.519213920005259,0.630418163377649,0.769786557799797,0,1.48324481350008,1.48324481350008,0.110764151577911,-2.31147299551516,0.375126568953511,-0.104829911771232,1.36566623852653
"56","P_HIC",1,6,0.544451827727668,0.624231256628594,0.376645883899817,0.544451827727668,0.558415187469869,0,1.27675384734652,1.27675384734652,0.170836150799759,-2.1408792627073,0.254841343372733,0.0449627947171113,1.04394086073822
"62","P_ROR",1,4,0.521115138198355,0.602371208154207,0.504125184543646,0.521115138198355,0.747415998604409,0,1.07621018370613,1.07621018370613,0.004129302620075,-2.43273442081859,0.301185604077104,-0.0692086457927689,1.11143892218948
"33","N_Hold",1,6,0.494724930227068,0.507108105936842,0.458532974463812,0.494724930227068,0.616263976295358,0,1.21995491761574,1.21995491761574,0.20518868201107,-1.93540064993789,0.207026017329083,0.0889539362620653,0.900495924192071
"46","P_BVA",1,4,0.453205450075345,0.525222599345072,0.425829327549509,0.453205450075345,0.631334561024903,0,0.961163145202362,0.961163145202362,0.014065657304843,-2.42128779452751,0.262611299672536,-0.0615126972828255,0.967923597433516
"47","P_BVO",1,6,0.448964117422129,0.271689959619641,0.52023999810573,0.448964117422129,0.250465902472585,0,0.713922950178396,0.713922950178396,-0.533585096545788,-1.49949393564157,0.110916961550914,0.231566872782338,0.66636136206192
"39","P_BCB",1,6,0.406357788899608,0.365116196277202,0.461316646961366,0.406357788899608,0.426435915416146,0,0.940259270560648,0.940259270560648,0.08864430042034,-1.71460114695806,0.149058062950836,0.114203985515969,0.698511592283247
"29","N_BPP",1,4,0.351962779155557,0.410767209827438,0.315428701973007,0.351962779155557,0.46765459354518,0,0.776993712676213,0.776993712676213,0.040668388949147,-2.39078782609027,0.205383604913719,-0.0505890864753322,0.754514644786446
"43","P_BSP",1,4,0.332327874851637,0.271981610692856,0.342336863022647,0.332327874851637,0.285543892419461,0,0.644637773361254,0.644637773361254,-0.072396312458843,-2.00342410987619,0.135990805346428,0.0657858963726382,0.598869853330636
"32","N_FPW",1,6,0.296662562773142,0.3290476763933,0.252069843612906,0.296662562773142,0.373718750140495,0,0.664173760037702,0.664173760037702,0.053789016326013,-2.24396538989548,0.134333151368671,0.0333695860905469,0.559955539455737
"36","N_WriteOff",1,6,0.273471826519861,0.302542904846962,0.236400129613288,0.273471826519861,0.350486832164661,0,0.602645200943276,0.602645200943276,0.042767605362773,-2.25679616701145,0.123512623695743,0.0313870840762047,0.515556568963517
"48","P_ECP",1,6,0.197254599403734,0.202877929420372,0.190453664232652,0.197254599403734,0.212855980910677,0,0.515481483509942,0.515481483509942,0.343768779312821,-1.66936107934159,0.082824567858715,0.0349184464006526,0.359590752406815
"42","P_BRR",1,4,0.193465586194028,0.232609847514917,0.153769409871326,0.193465586194028,0.227978527075228,0,0.466323525033458,0.466323525033458,0.145334270872941,-2.27293799488218,0.116304923757459,-0.0344920643705916,0.421423236758648
"27","N_BKA",1,6,0.088826526948784,0.143970974579158,0.036582525780908,0.088826526948784,0.054237252722774,0,0.371178126549719,0.371178126549719,1.13952895702571,-0.461997992434437,0.058775904248357,-0.0263742453779957,0.204027299275564
"50","P_EPS",1,6,0.027014564340015,0.058586897764818,0,0.027014564340015,0,0,0.145869161436233,0.145869161436233,1.32513705876719,-0.146672204828492,0.023918000856068,-0.0198647173378783,0.0738938460179083
"40","P_BCR",1,4,0.024843340730417,0.049686681460835,0,0.024843340730417,0,0,0.09937336292167,0.09937336292167,0.75,-1.6875,0.024843340730417,-0.0238496071012003,0.0735362885620343
"55","P_FRD",1,6,0.015400144739335,0.033627467875634,0,0.015400144739335,0,0,0.083670819075411,0.083670819075411,1.3293283661982,-0.138967746320609,0.013728356272856,-0.0115074335554628,0.0423077230341328
